PMID,Title,Abstract,Journal,Year,Authors,DOI,MeshTerms,PublicationTypes,SourceQueries,RetrievedAt
39408591,Baicalin Ameliorates Depression-like Behaviors via Inhibiting Neuroinflammation and Apoptosis in Mice.,"Depression is a common neuropsychiatric disease which brings an increasing burden to all countries globally. Baicalin, a flavonoid extracted from the dried roots of Scutellaria, has been reported to exert anti-inflammatory, antioxidant, and neuroprotective effects in the treatment of depression. However, the potential biological mechanisms underlying its antidepressant effect are still unclear. In the present study, we conducted extensive research on the potential mechanisms of baicalin's antidepressant effect using the methods of network pharmacology, including overlapped terms-based analysis, protein-protein interaction (PPI) network topology analysis, and enrichment analysis. Moreover, these results were further verified through molecular docking, weighted gene co-expression network analysis (WGCNA), differential gene expression analysis, and subsequent animal experiments. We identified forty-one genes as the targets of baicalin in the treatment of depression, among which <i>AKT1</i>, <i>IL6</i>, <i>TP53</i>, <i>IL1B</i>, and <i>CASP3</i> have higher centrality in the more core position. Meanwhile, the roles of peripheral genes derived from direct potential targets were also observed. Our study suggested that biological processes, such as inflammatory reaction, apoptosis, and oxidative stress, may be involved in the therapeutic process of baicalin on depression. These mechanisms were validated at the level of structure, gene, protein, and signaling pathway in the present study. Taken together, these findings propose a new perspective on the potential mechanisms underlying baicalin's antidepressant effect, and also provide a new basis and clarified perspective for its clinical application.",International journal of molecular sciences,2024,Yi Yuhang; Liu Guiyu; Li Ye; Wang Changmin; Zhang Bin; Lou Haiyan; Yu Shuyan,10.3390/ijms251910259,"Flavonoids; Animals; Mice; Apoptosis; Depression; Protein Interaction Maps; Molecular Docking Simulation; Antidepressive Agents; Neuroinflammatory Diseases; Male; Disease Models, Animal; Gene Regulatory Networks; Signal Transduction; Behavior, Animal",Journal Article,pathway_mechanism,2026-06-11 17:47:57
39792918,MicroRNA-204-5p Deficiency within the vmPFC Region Contributes to Neuroinflammation and Behavioral Disorders via the JAK2/STAT3 Signaling Pathway in Rats.,"Major depressive disorder (MDD) is usually considered associate with immune inflammation and synaptic injury within specific brain regions. However, the molecular mechanisms underlying the neural deterioration resulting in depression remain unclear. Here, it is found that miR-204-5p is markedly downregulated in the ventromedial prefrontal cortex (vmPFC) in a chronic unpredictable mild stress (CUMS) induce rat model of depression. Knockdown of miR-204-5p in the vmPFC of normal rats results in depression and anxiety-like behaviors accompanied with the activation of microglia, elevated levels of pro-inflammatory cytokines, and increased numbers of neural apoptotic cells, effects which appear to be mediated by activation of the JAK2/STAT3 signaling pathway. Electrophysiological recordings further demonstrate that knockdown of miR-204-5p induces abnormal excitability of pyramidal neurons. In contrast, upregulation of miR-204-5p in the vmPFC of CUMS rats significantly causes inhibition of JAK2/STAT3 signaling pathway, improvements in neuronal impairments, and an abolition of the depression and anxiety-like behaviors. Moreover, pharmacological blocking of the JAK2/STAT3 signaling pathway significantly ameliorates abnormal behaviors resulting from miR-204-5p deficiency within the vmPFC. Collectively, these results provide robust evidence that the miR-204-5p/JAK2/STAT3 pathway may critically involve in the pathogenesis of depression, which may serve as potentially critical therapeutic target in the treatment of MDD.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025,Chen Xiao; Gan Yeting; Zhang Kaiqi; Wu Yuhan; Li Ye; Lan Tian; Zhuang Xianghua; Chen Shihong; Yu Shuyan,10.1002/advs.202403080,"Animals; MicroRNAs; STAT3 Transcription Factor; Janus Kinase 2; Rats; Signal Transduction; Male; Prefrontal Cortex; Disease Models, Animal; Neuroinflammatory Diseases; Rats, Sprague-Dawley; Depression; Major Depressive Disorder; Stress, Psychological; Anxiety; Behavior, Animal",Journal Article,pathway_mechanism,2026-06-11 17:47:57
38457106,Inulae Flos has Anti-Depressive Effects by Suppressing Neuroinflammation and Recovering Dysfunction of HPA-axis.,"Depression is a debilitating mood disorder that causes persistent feelings of sadness, emptiness, and a loss of joy. However, the clinical efficacy of representative drugs for depression, such as selective serotonin reuptake inhibitors, remains controversial. Therefore, there is an urgent need for more effective therapies to treat depression. Neuroinflammation and the hypothalamic-pituitary-adrenal (HPA) axis are pivotal factors in depression. Inulae Flos (IF), the flower of Inula japonica Thunb, is known for its antioxidant and anti-inflammatory effects. This study explored whether IF alleviates depression in both in vitro and in vivo models. For in vitro studies, we treated BV2 and PC12 cells damaged by lipopolysaccharides or corticosterone (CORT) with IF to investigate the mechanisms of depression. For in vivo studies, C57BL/6 mice were exposed to chronic restraint stress and were administered IF at doses of 0, 100, and 300 mg/kg for 2 weeks. IF inhibited pro-inflammatory mediators, such as nitric oxide, inducible nitric oxide synthase, and interleukins in BV2 cells. Moreover, IF increased the viability of CORT-damaged PC12 cells by modulating protein kinase B, a mammalian target of the rapamycin pathway. Behavioral assessments demonstrated that IF reduced depression-like behaviors in mice. We found that IF reduced the activation of microglia and astrocytes, and regulated synapse plasticity in the mice brains. Furthermore, IF lowered elevated CORT levels in the plasma and restored glucocorticoid receptor expression in the hypothalamus. Collectively, these findings suggest that IF can alleviate depression by mitigating neuroinflammation and recovering dysfunction of the HPA-axis.",Molecular neurobiology,2024,Kim Jin Se; Kim Jin Hee; Eo Hyeyoon; Ju In Gyoung; Son So-Ri; Kim Ji-Woon; Jang Dae Sik; Oh Myung Sook,10.1007/s12035-024-04094-8,"Animals; Hypothalamo-Hypophyseal System; PC12 Cells; Pituitary-Adrenal System; Mice, Inbred C57BL; Antidepressive Agents; Male; Rats; Mice; Depression; Neuroinflammatory Diseases; Corticosterone; Plant Extracts; Flowers",Journal Article,pathway_mechanism,2026-06-11 17:47:57
38403256,Targeting autophagy to counteract neuroinflammation: A novel antidepressant strategy.,"Depression is a common disease that affects physical and mental health and imposes a considerable burden on afflicted individuals and their families worldwide. Depression is associated with a high rate of disability and suicide. It causes a severe decline in productivity and quality of life. Unfortunately, the pathophysiological mechanisms underlying depression have not been fully elucidated, and the risk of its treatment is still presented. Studies have shown that the expression of autophagic markers in the brain and peripheral inflammatory mediators are dysregulated in depression. Autophagy-related genes regulate the level of autophagy and change the inflammatory response in depression. Depression is related to several aspects of immunity. The regulation of the immune system and inflammation by autophagy may lead to the development or deterioration of mental disorders. This review highlights the role of autophagy and neuroinflammation in the pathophysiology of depression, sumaries the autophagy-targeting small moleculars, and discusses a novel therapeutic strategy based on anti-inflammatory mechanisms that target autophagy to treat the disease.",Pharmacological research,2024,Gan Hua; Ma Qingyu; Hao Wenzhi; Yang Nating; Chen Zhe-Sheng; Deng Lijuan; Chen Jiaxu,10.1016/j.phrs.2024.107112,Humans; Neuroinflammatory Diseases; Quality of Life; Autophagy; Antidepressive Agents,"Journal Article; Review; Research Support, Non-U.S. Gov't",pathway_mechanism,2026-06-11 17:47:57
31587531,"Neuroinflammation, Gut-Brain Axis and Depression.","Psychiatric diseases are the manifestations that result from the individual's genetic structure, physiology, immunology and ways of coping with environmental stressors. The current psychiatric diagnostic systems do not include any systematic characterization in regard to neurobiological processes that reveal the clinical picture in individuals who got psychiatric diagnosis. It is obvious that further research in different areas is needed to understand the psychopathology. The problems in the functions of immune system and the correlation of neuroinflammatory processes with psychiatric disorders have been one of the main research topics of psychiatry in recent years and have contributed to our understanding of psychopathology. Recent advances in the fields of immunology and genetics as well as rapidly increasing knowledge on the effects of immunological processes on brain functions have drawn attention to the correlations between psychiatric disorders and immune system dysfunctions. There are still unfilled gaps in the biology, pathophysiology, and treatment of major depressive disorder, which is quite prevalent among the psychiatric disorders, can lead to significant disability, and frequently has a recurrent course. It appears that low-grade chronic neuroinflammation plays a key role in forming a basis for the interaction between psychological stress, impaired gut microbiota and major depressive disorder. In this review, the role of neuroinflammation in the etiopathogenesis of depression and the mechanism of action of the gut-brain axis that leads to this are discussed in the light of current studies.",Psychiatry investigation,2020,Evrensel Alper; Ünsalver Barış Önen; Ceylan Mehmet Emin,10.30773/pi.2019.08.09,,Journal Article,pathway_mechanism,2026-06-11 17:47:57
40769644,Intermittent fasting and ketone bodies.,"Intermittent fasting (IF) is a dietary intervention based on time-restricted energy intake. Over the years, IF has been widely investigated as a non-pharmacological approach to increasing life expectancy and promoting brain health. The underlying mechanisms by which IF promotes its beneficial effects are attributed to hormesis, an evolutionary adaptive strategy that regulates cellular responses to stress. These effects include elevated levels of brain-derived neurotrophic factor (BDNF), enhanced neurogenesis and autophagy, increased synaptic plasticity, and improved cognitive functions such as memory and learning. The metabolic switch induced by IF promotes the production of ketone bodies (β-hydroxybutyrate, acetoacetate, and acetone), which serve as alternative energy substrate for the central nervous system (CNS) and modulator of vital processes, including cellular homeostasis, inflammation, and oxidative stress. The two most common neurodegenerative diseases, Alzheimer's Disease (AD) and Parkinson's Disease (PD), are characterized by mitochondrial dysfunction, neuroinflammation and energy deficits. IF has shown a promising therapeutic approach through its neuroprotective and anti-inflammatory effects, which need to be further assessed. Through similar mechanisms, IF appears to exert an antidepressant effect by regulating monoamines in limbic regions, and inhibiting neuroinflammation.",Progress in brain research,2025,Oliveira Dos Santos Geovana Rosa; de Souza Lima Thiago Amorim; Gallus Merle; Kawamoto Elisa Mitiko,10.1016/bs.pbr.2025.05.002,Humans; Ketone Bodies; Fasting; Animals; Brain; Alzheimer Disease; Neurodegenerative Diseases; Intermittent Fasting,Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
36528127,The microbiota-gut-brain axis in pathogenesis of depression: A narrative review.,"The microbiota-gut-brain axis is a bidirectional regulatory pathway between the brain and the gastrointestinal tract, which plays an important role in maintain homeostasis. Gut microbiota could influence the behavior, cognition, stress response and others via the axis. Depression is a complex psychiatric disease, giving rise to heavy social health and economic burden. In recent years, studies have shown that the gut microbiota are closely linked to the pathophysiological processes of depression. In this article, the interaction and its underlying mechanisms between depression and gut microbiota were summarized.",Physiology & behavior,2023,Yao Hui; Zhang Dalin; Yu Hao; Shen Hui; Liu Hao; Meng Fanyue; Wu Xu; Zhang Guohua; Wang Xiaolong,10.1016/j.physbeh.2022.114056,Humans; Depression; Brain-Gut Axis; Brain; Gastrointestinal Microbiome; Cognition,"Journal Article; Review; Research Support, Non-U.S. Gov't",pathway_mechanism,2026-06-11 17:47:57
31784958,Neuroimmune Advance in Depressive Disorder.,"Major depressive disorder (MDD) or depression is one of the most highly prevalent, chronic, and recurrent disorders, which is associated with a high burden of disease and substantial impairment in social functions. Both immune molecules and cells have been implicated in the pathophysiology and maintenance of MDD. Findings in animals and MDD patients have suggested that both pro- and anti-inflammatory cytokines are activated in the neuroinflammation which contribute to behavioral symptoms and changes in the course of depression. There is a growing body of evidence to support that neuroinflammation is a mediator for the communication among stress response, neuroendocrine, neurotransmission, neurogenesis, and gut microbiota. These communications have been known as risk factors in the pathogenesis of MDD. In the meantime, accumulating evidence has suggested that some interventions targeting the inflammatory processes may play an important role in the treatment of MDD.",Advances in experimental medicine and biology,2019,Zhao Guoqing; Liu Xiaohua,10.1007/978-981-32-9271-0_4,Animals; Cytokines; Major Depressive Disorder; Gastrointestinal Microbiome; Humans; Inflammation; Neurogenesis; Synaptic Transmission,Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
30714555,Neuroinflammation and cognition across psychiatric conditions.,"Cognitive impairments reported across psychiatric conditions (ie, major depressive disorder, bipolar disorder, schizophrenia, and posttraumatic stress disorder) strongly impair the quality of life of patients and the recovery of those conditions. There is therefore a great need for consideration for cognitive dysfunction in the management of psychiatric disorders. The redundant pattern of cognitive impairments across such conditions suggests possible shared mechanisms potentially leading to their development. Here, we review for the first time the possible role of inflammation in cognitive dysfunctions across psychiatric disorders. Raised inflammatory processes (microglia activation and elevated cytokine levels) across diagnoses could therefore disrupt neurobiological mechanisms regulating cognition, including Hebbian and homeostatic plasticity, neurogenesis, neurotrophic factor, the HPA axis, and the kynurenine pathway. This redundant association between elevated inflammation and cognitive alterations across psychiatric disorders hence suggests that a cross-disorder approach using pharmacological and nonpharmacological (ie, physical activity and nutrition) anti-inflammatory/immunomodulatory strategies should be considered in the management of cognition in psychiatry.",CNS spectrums,2019,Fourrier Célia; Singhal Gaurav; Baune Bernhard T,10.1017/S1092852918001499,Anti-Inflammatory Agents; Cognition; Humans; Mental Disorders,"Journal Article; Research Support, Non-U.S. Gov't; Review",pathway_mechanism,2026-06-11 17:47:57
41373743,Obesity and Depression: A Pathophysiotoxic Relationship.,"Obesity and depression are two of the most prevalent diseases with increasing trends worldwide; it has been some time since the first epidemiological associations were first described. Currently, there is abundant evidence showing the physiology and the molecular aspects that intersect the biology of both ailments. This narrative review aims to synthesize current evidence on the epidemiology and shared pathophysiology of obesity and major depressive disorder, emphasizing convergent inflammatory, neuroendocrine, metabolic, genetic, and gut-brain mechanisms. We aggregate evidence for a bidirectional relationship mediated by: (1) chronic low-grade inflammation (elevated CRP, IL-6, TNF-α; microglial activation); (2) HPA axis dysregulation (hyper/corticosteronemia, impaired feedback, altered CRH/ACTH signaling); (3) metabolic and neurotrophic signaling deficits (insulin and leptin resistance, dysregulated adipokines such as leptin/adiponectin, impaired BDNF and synaptic plasticity); (4) lipid-derived neurotoxicity and mitochondrial stress (saturated fatty acids, ceramides, oxidative stress); and (5) gut-brain axis perturbations (microbiota dysbiosis, increased intestinal permeability, LPS-driven endotoxemia, altered short-chain fatty acids and tryptophan-kynurenine metabolism). We highlight how these convergent pathways promote neuroinflammation and mood dysregulation in individuals with obesity and summarize clinical consequences for screening, integrated management, and targeted interventions that modulate immune, neuroendocrine, metabolic, and microbial processes. Finally, we outline priorities for identifying shared biomarkers and advancing personalized strategies via multi-omics and systems medicine to improve prevention, diagnosis, and treatment.",International journal of molecular sciences,2025,Monsalve Francisco A; Fernández-Tapia Barbra; Arriagada Oscar C; González Daniel R; Delgado-López Fernando,10.3390/ijms262311590,Humans; Obesity; Animals; Depression; Major Depressive Disorder; Inflammation; Gastrointestinal Microbiome; Hypothalamo-Hypophyseal System,Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
35322375,"COVID-19, Oxidative Stress, and Neuroinflammation in the Depression Route.","COVID-19 is associated with oxidative stress, peripheral hyper inflammation, and neuroinflammation, especially in individuals with a more severe form of the disease. Some studies provide evidence on the onset or exacerbation of major depressive disorder (MDD), among other psychiatric disorders due to COVID-19. Oxidative stress and neuroinflammation are associated conditions, especially in the more severe form of MDD and in refractoriness to available therapeutic strategies. Inflammatory cytokines in the COVID-19 hyper inflammation process can activate the hypothalamic-pituitary-adrenal (HPA) axis and the indoleamine-2,3-dioxygenase (IDO) enzyme. IDO activation can reduce tryptophan and increase toxic metabolites of the kynurenine pathway, which increases glial activation, neuroinflammation, toxicity, and neuronal death. This review surveyed a number of studies and analyzed the mechanisms of oxidative stress, inflammation, and neuroinflammation involved in COVID-19 and depression. Finally, the importance of more protocols that can help elucidate the interaction between these mechanisms underlying COVID-19 and MDD and the possible therapeutic strategies involved in the interaction of these mechanisms are highlighted.",Journal of molecular neuroscience : MN,2022,Mingoti Maiqueli Eduarda Dama; Bertollo Amanda Gollo; Simões Júlia Leão Batista; Francisco Gabriel Rossi; Bagatini Margarete Dulce; Ignácio Zuleide Maria,10.1007/s12031-022-02004-y,"COVID-19; Depression; Major Depressive Disorder; Humans; Indoleamine-Pyrrole 2,3,-Dioxygenase; Inflammation; Kynurenine; Neuroinflammatory Diseases; Oxidative Stress",Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
28723608,Breastfeeding and the gut-brain axis: is there a role for melatonin?,"The benefits of breastfeeding over formula feed are widely appreciated. However, for many mothers breastfeeding is not possible, highlighting the need for a significant improvement in the contents of formula feed. In this article, the overlooked role of melatonin and the melatonergic pathways in breast milk and in the regulation of wider breast milk components are reviewed. There is a growing appreciation that the benefits of breastfeeding are mediated by its effects in the infant gut, with consequences for the development of the gut-brain axis and the immune system. The melatonergic pathways are intimately associated with highly researched processes in the gut, gut microbiome and gut-brain axis. As the melatonergic pathways are dependent on the levels of serotonin availability as a necessary precursor, decreased melatonin is linked to depression and depression-associated disorders. The association of breastfeeding and the gut-brain axis with a host of medical conditions may be mediated by their regulation of processes that modulate depression susceptibility. The biological underpinnings of depression include increased levels of pro-inflammatory cytokines, oxidative stress, kynurenine pathway activity and dysregulation of the hypothalamic-pituitary adrenal axis, all of which can decrease melatonergic pathway activity. The inclusion of the melatonergic pathways in the biological interactions of breast milk and gut development has significant theoretical and treatment implications, as well as being important to the prevention of a host of infant-, child- and adult-onset medical conditions.",Biomolecular concepts,2017,Anderson George; Vaillancourt Cathy; Maes Michael; Reiter Russel J,10.1515/bmc-2017-0009,"Breast Feeding; Child Development; Gastrointestinal Microbiome; Humans; Infant; Melatonin; Metabolic Networks and Pathways; Milk, Human",Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
36159806,Tryptophan metabolism: Mechanism-oriented therapy for neurological and psychiatric disorders.,"Neurological and psychiatric disorders are a category of chronic diseases that are widespread and pose serious mental and physical health problems for patients. The substrates, products, and enzymes of Tryptophan metabolism all contribute to the development of neurological and psychiatric disorders. This paper deals with three metabolic pathways of tryptophan that produce a series of metabolites called tryptophan Catabolics (TRYCATs). These metabolites are involved in pathological processes such as excitotoxicity, neuroinflammation, oxidative stress, and mitochondrial damage and are closely associated with neurological and psychiatric disorders such as Alzheimer's disease and depression. Here, we review the elements that affect how tryptophan metabolism is regulated, including inflammation and stress, exercise, vitamins, minerals, diet and gut microbes, glucocorticoids, and aging, as well as the downstream regulatory effects of tryptophan metabolism, including the regulation of glutamate (Glu), immunity, G-protein coupled receptor 35 (Gpr35), nicotinic acetylcholine receptor (nAChR), aryl hydrocarbon receptor (AhR), and dopamine (DA). In order to advance the general understanding of tryptophan metabolism in neurological and psychiatric disorders, this paper also summarizes the current situation and effective drugs of tryptophan metabolism in the treatment of neurological and psychiatric disorders and considers its future research prospects.",Frontiers in immunology,2022,Li Dan; Yu Shuang; Long Yu; Shi Ai; Deng Jie; Ma Yin; Wen Jing; Li Xiaoqiu; Liu Songyu; Zhang Yulu; Wan Jinyan; Li Nan; Ao Rui,10.3389/fimmu.2022.985378,"Dopamine; Glucocorticoids; Glutamic Acid; Humans; Mental Disorders; Receptors, Aryl Hydrocarbon; Receptors, Nicotinic; Tryptophan; Vitamins","Journal Article; Review; Research Support, Non-U.S. Gov't",pathway_mechanism,2026-06-11 17:47:57
39650796,Neuroinflammation and major depressive disorder: astrocytes at the crossroads.,"Major depressive disorder is a complex and multifactorial condition, increasingly linked to neuroinflammation and astrocytic dysfunction. Astrocytes, along with other glial cells, beyond their classic functions in maintaining brain homeostasis, play a crucial role in regulating neuroinflammation and neuroplasticity, key processes in the pathophysiology of depression. This mini-review explores the involvement of astrocytes in depression emphasizing their mediation in neuroinflammation processes, the impact of astrocytic dysfunction on neuroplasticity, and the effect of some antidepressants on astrocyte reactivity. Recent evidence suggests that targeting astrocyte-related signaling pathways, particularly the balance between different astrocytic phenotypes, could offer promising evidence for therapeutic strategies for affective disorders. Therefore, a deeper understanding of astrocyte biology may open the way to innovative treatments aimed at mitigating depressive symptoms by impacting both neuroinflammation and imbalances in neuroplasticity.",Frontiers in cellular neuroscience,2024,Puentes-Orozco Melissa; Albarracin Sonia L; Velásquez María Marcela,10.3389/fncel.2024.1504555,,Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
40881230,Paeoniflorin ameliorates depressive behaviours by modulating microbiota-gut-brain axis functions.,"Major depressive disorder (MDD), characterised by persistent anhedonia and elevated suicide risk, represents a global mental health challenge. Recent studies suggest a link between gut-brain axis dysfunction and depression. The natural compound paeoniflorin demonstrates clinically relevant antidepressant effects, yet its underlying neurobiological mechanisms remain elusive. This study aims to examine how paeoniflorin alleviates depression-like behaviours in rats subjected to chronic unpredictable mild stress (CUMS) by modulating the function of gut-brain axis, and explore the connections between gut microbiota, metabolites and MDD. Depression-like behaviours in rats were induced by CUMS, and the antidepressant effect of paeoniflorin was assessed using behavioural tests. The composition and function of the intestinal microbiota were analysed using 16S rRNA sequencing, and metabolomic analysis was performed on serum, hippocampus, jejunum and faecal samples. Enzyme-linked immunosorbent assay and hematoxylin and eosin staining were used to detect the levels of inflammatory factors and cortisol, as well as the infiltration of inflammatory cells in the jejunum of rats after cohousing. Long-term potentiation assays and Golgi staining were used to detect dendritic spine density and synaptic plasticity, respectively. Paeoniflorin significantly alleviated depression-like behaviours and cognitive deficits in CUMS rats. 16S rRNA sequencing revealed that paeoniflorin improved the abundance and diversity of the gut microbiota in CUMS rats. Enrichment of differential metabolites in the brain, intestine, faeces and serum revealed a primary accumulation in the amino acid metabolism pathway. We further observed a correlation between the relative abundance of microbial communities and metabolites. Cohousing experiments verified that microbial metabolites of paeoniflorin can reduce neuroinflammation and improve synaptic plasticity. Disruptions in gut microbiota and its metabolites impair gut-brain interactions. Paeoniflorin's neuroprotective and antidepressant effects are mediated through the modulation of the function of the gut-brain axis.",General psychiatry,2025,Zhang Sha; Pan Dan; Chen Siyu; Tang Da; Yang Hui; Song Daoqun; Yuan Bin; Huang Jason H; Jiang Mingchen; Wang Fushun; Xu Qiuyue,10.1136/gpsych-2024-101979,,Journal Article,pathway_mechanism,2026-06-11 17:47:57
31785168,Gut microbiota-brain axis in depression: The role of neuroinflammation.,"Major depressive disorder (MDD) is a psychiatric condition that affects a large number of people in the world, and the treatment existents do not work for all individuals affected. Thus, it is believed that other systems or pathways which regulate brain networks involved in mood regulation and cognition are associated with MDD pathogenesis. Studies in humans and animal models have been shown that in MDD there are increased levels of inflammatory mediators, including cytokines and chemokines in both periphery and central nervous system (CNS). In addition, microglial activation appears to be a key event that triggers changes in signaling cascades and gene expression that would be determinant for the onset of depressive symptoms. Recent researches also point out that changes in the gut microbiota would lead to a systemic inflammation that in different ways would reach the CNS modulating inflammatory pathways and especially the microglia, which could influence responses to treatments. Moreover, pre- and probiotics have shown antidepressant responses and anti-inflammatory effects. This review will focus on studies that show the relationship of inflammation with the gut microbiota-brain axis and its relation with MDD.",The European journal of neuroscience,2021,Carlessi Anelise S; Borba Laura A; Zugno Alexandra I; Quevedo João; Réus Gislaine Z,10.1111/ejn.14631,Animals; Brain; Depression; Major Depressive Disorder; Gastrointestinal Microbiome; Humans; Probiotics,"Journal Article; Research Support, Non-U.S. Gov't; Review",pathway_mechanism,2026-06-11 17:47:57
35193033,A new perspective on depression and neuroinflammation: Non-coding RNA.,"The high incidence and relapse rate of depression, as well comorbidity with other diseases, has made depression one of the primary causes of years of life lived with disability. Moreover, the unknown biological mechanism of depression has made treatment difficult. Neuroinflammation is important in the pathogenesis of depression. Neuroinflammation may affect depression by regulating the production of immune factors, immune cell activation, neuron generation, synaptic plasticity, and neurotransmission. Non-coding RNAs (ncRNAs) may be a breakthrough link between depression and neuroinflammation, as ncRNAs participate in these biological changes. We summarize the functions and mechanisms of ncRNAs in neuroinflammation and depression, and predict ncRNAs that may regulate the occurrence and progression of depression through neuritis. These findings not only broaden our understanding of the genetic regulation of depression and neuroinflammation but also provide a new perspective of the underlying mechanism and aid in the design of novel prevention, diagnosis, and treatment strategies.",Journal of psychiatric research,2022,Zhou Shanyao; Chen Rui; She Yanling; Liu Xuanjun; Zhao Hui; Li Cheng; Jia Yanbin,10.1016/j.jpsychires.2022.02.007,"Depression; Humans; Neuroinflammatory Diseases; RNA, Long Noncoding; RNA, Untranslated","Journal Article; Research Support, Non-U.S. Gov't; Review",pathway_mechanism,2026-06-11 17:47:57
33203568,"Gut microbiota, kynurenine pathway and mental disorders - Review.","The intestine and the gut-associated limphoid tissue constitute the largest immunity organ of the human body. Among several possible tryptophan metabolism routes, the kynurenine pathway can be influenced by the gut microbiota. Disturbances of gut biodiversity may cause increased gut permeability and cause systemic inflammation, also related to central nervous system. Proinflammatory cytokines induce kynurenine pathway enzymes resulting in formation of neuroactive metabolites, which are being associated with several psychiatric disorders. The kynurenine pathway may also be influenced by certain bacteria species directly. The aim of this review is to highlight the current knowledge on the interaction of gut microbiota and the central nervous system with the kynurenine pathway taken into special account. Up to date study results on specific psychiatric disorders such as schizophrenia, bipolar disorder, Alzheimer's disease, autism spectrum disorders, depression and alcoholism are presented. Available evidence suggests that toxicity of kynurenine metabolites may be reduced by adjunction of probiotics which can affect proinflammatory cytokines. Due to their potential for modulation of the kynurenine pathway, gut microbiota pose an interesting target for future therapies.",Progress in neuro-psychopharmacology & biological psychiatry,2021,Więdłocha Magdalena; Marcinowicz Piotr; Janoska-Jaździk Marlena; Szulc Agata,10.1016/j.pnpbp.2020.110145,Animals; Brain; Brain-Gut Axis; Gastrointestinal Microbiome; Humans; Kynurenine; Mental Disorders; Probiotics; Signal Transduction; Tryptophan,Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
29307018,The role of tryptophan metabolism in postpartum depression.,"The Postpartum depression (PPD) is the most common postpartum psychiatric disorder, afflicting approximately 10%-20% of new mothers. Clinical symptoms of the PPD include depressive disorder, agitation, insomnia, anxiety and confusion, resulting in an increase in suicidal tendencies, thereby having significant impacts on the puerpera, newborn and their family. A growing body of data indicate a role for alterations in tryptophan metabolism in the PPD. The metabolism of tryptophan produces an array of crucial factors that can differentially regulate key physiological processes linked to the PPD. Importantly, an increase in stress hormones and immune-inflammatory activity drives tryptophan to the production of neuroregulatory kynurenine pathway products and away from the serotonin and melatonin pathways. This links the PPD to other disorders of depressed mood, which are classically associated with decreased serotonin and melatonin, coupled to increases in kynurenine pathway products. Several kynurenine pathway products, such as kynurenic acid and quinolinic acid, can have neuroregulatory effects, with consequences pathological underpinnings of the PPD. The current article reviews the role of alterations in tryptophan metabolism in the PPD.",Metabolic brain disease,2018,Duan Kai-Ming; Ma Jia-Hui; Wang Sai-Ying; Huang ZhengDong; Zhou YingYong; Yu HeYa,10.1007/s11011-017-0178-y,"Depression; Depression, Postpartum; Major Depressive Disorder; Female; Humans; Kynurenine; Quinolinic Acid; Tryptophan","Journal Article; Research Support, Non-U.S. Gov't; Review",pathway_mechanism,2026-06-11 17:47:57
31228000,Physical Exercise and Neuroinflammation in Major Depressive Disorder.,"Major depressive disorder (MDD) is a prevalent psychiatric disorder associated with varied prognosis, chronic course, and duration of illness with reduced quality of life. One factor that significantly contributes to the relevant disease burden of MDD is the heterogeneous treatment response patients experience with current treatment options. A variety of experimental protocols in humans and animals have highlighted that inflammation and neuroinflammation are relevant biological factors that interact with external stimuli and neurophysiological mechanisms, and can trigger MDD. It is well established that exercise is efficacious in treating mild to moderate depression with response rates comparable to mainstream therapies such as antidepressant medication and cognitive behavioral therapy. Several studies have shown that physical exercise is beneficial for a range of chronic diseases. Indeed, physical exercise can promote molecular changes that swerve a chronic pro-inflammatory state to an anti-inflammatory state in both periphery and central nervous system. The changes caused by physical exercise include an increase in PGC1α gene expression, a transcriptional co-activator involved in reducing the synthesis and releasing of pro-inflammatory cytokines, and an increase in anti-inflammatory cytokines. PGC1α changes the metabolism of kynurenine towards, and, in turn, it reduces glutamatergic neurotoxicity. Moreover, some studies have shown that physical exercise promotes alterations in the circuitry of monoaminergic neurotransmission, at least in some aspects, through the effects on the release of proinflammatory cytokines. This review will highlight the effects of physical exercise as therapy and its relation with the biological mechanisms involved in the pathophysiology of MDD, with particular emphasis in the interactions among physical exercise, hypothalamic-pituitary-adrenal (HPA) axis, neuroinflammation, and with the neurotransmitters underlying the main brain circuits involved in the MDD.",Molecular neurobiology,2019,Ignácio Zuleide M; da Silva Renato S; Plissari Marcos E; Quevedo João; Réus Gislaine Z,10.1007/s12035-019-01670-1,"Brain; Major Depressive Disorder; Exercise; Humans; Inflammation; Stress, Psychological; Synaptic Transmission",Journal Article; Review,pathway_mechanism,2026-06-11 17:47:57
