ingredient,target
Crataegi_fructus_ing_22,TAR_224
Crataegi_fructus_ing_22,TAR_302
Crataegi_fructus_ing_52,TAR_41
Crataegi_fructus_ing_52,TAR_203
Crataegi_fructus_ing_52,TAR_446
Crataegi_fructus_ing_52,TAR_159
Crataegi_fructus_ing_52,TAR_382
Crataegi_fructus_ing_52,TAR_174
Crataegi_fructus_ing_52,TAR_114
Crataegi_fructus_ing_52,TAR_171
Crataegi_fructus_ing_52,TAR_399
Crataegi_fructus_ing_52,TAR_87
Crataegi_fructus_ing_52,TAR_40
Crataegi_fructus_ing_66,TAR_272
Crataegi_fructus_ing_66,TAR_262
Crataegi_fructus_ing_66,TAR_100
Crataegi_fructus_ing_66,TAR_464
Crataegi_fructus_ing_100,TAR_180
Crataegi_fructus_ing_100,TAR_373
Crataegi_fructus_ing_100,TAR_491
Crataegi_fructus_ing_100,TAR_420
Crataegi_fructus_ing_100,TAR_331
Crataegi_fructus_ing_100,TAR_418
Crataegi_fructus_ing_100,TAR_76
Crataegi_fructus_ing_100,TAR_121
Crataegi_fructus_ing_14,TAR_132
Crataegi_fructus_ing_14,TAR_102
Crataegi_fructus_ing_14,TAR_89
Crataegi_fructus_ing_14,TAR_309
Crataegi_fructus_ing_14,TAR_79
Astragali_radix_ing_10,TAR_488
Astragali_radix_ing_10,TAR_396
Astragali_radix_ing_10,TAR_322
Astragali_radix_ing_10,TAR_253
Astragali_radix_ing_10,TAR_238
Astragali_radix_ing_97,TAR_390
Astragali_radix_ing_97,TAR_297
Astragali_radix_ing_97,TAR_230
Astragali_radix_ing_97,TAR_349
Astragali_radix_ing_97,TAR_474
Astragali_radix_ing_97,TAR_452
Astragali_radix_ing_97,TAR_290
Astragali_radix_ing_97,TAR_330
Astragali_radix_ing_97,TAR_326
Astragali_radix_ing_97,TAR_320
Astragali_radix_ing_97,TAR_166
Astragali_radix_ing_97,TAR_443
Astragali_radix_ing_81,TAR_78
Astragali_radix_ing_81,TAR_226
Astragali_radix_ing_81,TAR_35
Astragali_radix_ing_81,TAR_241
Astragali_radix_ing_81,TAR_227
Astragali_radix_ing_81,TAR_324
Astragali_radix_ing_81,TAR_156
Astragali_radix_ing_81,TAR_408
Astragali_radix_ing_36,TAR_29
Astragali_radix_ing_36,TAR_181
Astragali_radix_ing_36,TAR_260
Astragali_radix_ing_36,TAR_38
Astragali_radix_ing_36,TAR_159
Astragali_radix_ing_36,TAR_237
Astragali_radix_ing_36,TAR_232
Astragali_radix_ing_36,TAR_20
Astragali_radix_ing_36,TAR_30
Astragali_radix_ing_36,TAR_189
Astragali_radix_ing_36,TAR_426
Astragali_radix_ing_36,TAR_147
Astragali_radix_ing_10,TAR_315
Astragali_radix_ing_10,TAR_305
Astragali_radix_ing_10,TAR_260
Astragali_radix_ing_10,TAR_197
Astragali_radix_ing_60,TAR_284
Astragali_radix_ing_60,TAR_489
Astragali_radix_ing_60,TAR_406
Astragali_radix_ing_60,TAR_379
Astragali_radix_ing_60,TAR_459
Astragali_radix_ing_60,TAR_22
Astragali_radix_ing_60,TAR_231
Astragali_radix_ing_60,TAR_466
Astragali_radix_ing_60,TAR_415
Astragali_radix_ing_60,TAR_293
Astragali_radix_ing_60,TAR_334
Astragali_radix_ing_60,TAR_97
Astragali_radix_ing_42,TAR_244
Astragali_radix_ing_42,TAR_257
Astragali_radix_ing_42,TAR_78
Astragali_radix_ing_42,TAR_491
Astragali_radix_ing_42,TAR_32
Astragali_radix_ing_42,TAR_231
Astragali_radix_ing_42,TAR_53
Astragali_radix_ing_42,TAR_416
Astragali_radix_ing_42,TAR_461
Astragali_radix_ing_42,TAR_429
Astragali_radix_ing_42,TAR_176
Astragali_radix_ing_42,TAR_366
Astragali_radix_ing_11,TAR_331
Astragali_radix_ing_11,TAR_89
Astragali_radix_ing_11,TAR_21
Astragali_radix_ing_11,TAR_127
Astragali_radix_ing_11,TAR_363
Astragali_radix_ing_11,TAR_225
Astragali_radix_ing_11,TAR_225
Astragali_radix_ing_11,TAR_269
Astragali_radix_ing_11,TAR_268
Astragali_radix_ing_11,TAR_313
Astragali_radix_ing_11,TAR_82
Astragali_radix_ing_47,TAR_470
Astragali_radix_ing_47,TAR_145
Astragali_radix_ing_47,TAR_199
Astragali_radix_ing_47,TAR_210
Astragali_radix_ing_47,TAR_397
Astragali_radix_ing_47,TAR_174
Astragali_radix_ing_47,TAR_348
Astragali_radix_ing_47,TAR_307
Astragali_radix_ing_7,TAR_34
Astragali_radix_ing_7,TAR_169
Astragali_radix_ing_7,TAR_49
Astragali_radix_ing_7,TAR_286
Astragali_radix_ing_7,TAR_348
Astragali_radix_ing_7,TAR_198
Astragali_radix_ing_7,TAR_146
Astragali_radix_ing_7,TAR_130
Astragali_radix_ing_93,TAR_448
Astragali_radix_ing_93,TAR_77
Astragali_radix_ing_93,TAR_171
Astragali_radix_ing_93,TAR_42
Astragali_radix_ing_93,TAR_299
Astragali_radix_ing_93,TAR_340
Astragali_radix_ing_93,TAR_73
Astragali_radix_ing_93,TAR_470
Astragali_radix_ing_93,TAR_180
Astragali_radix_ing_93,TAR_159
Astragali_radix_ing_93,TAR_496
Astragali_radix_ing_93,TAR_336
Astragali_radix_ing_90,TAR_67
Astragali_radix_ing_90,TAR_305
Astragali_radix_ing_90,TAR_363
Astragali_radix_ing_90,TAR_481
Astragali_radix_ing_90,TAR_44
Astragali_radix_ing_90,TAR_159
Astragali_radix_ing_90,TAR_287
Astragali_radix_ing_90,TAR_193
Astragali_radix_ing_90,TAR_330
Astragali_radix_ing_43,TAR_344
Astragali_radix_ing_43,TAR_360
Astragali_radix_ing_43,TAR_425
Astragali_radix_ing_43,TAR_485
Astragali_radix_ing_43,TAR_379
Astragali_radix_ing_88,TAR_48
Astragali_radix_ing_88,TAR_331
Astragali_radix_ing_88,TAR_344
Astragali_radix_ing_88,TAR_217
Astragali_radix_ing_88,TAR_261
Astragali_radix_ing_88,TAR_186
Astragali_radix_ing_88,TAR_10
Astragali_radix_ing_88,TAR_186
Astragali_radix_ing_88,TAR_159
Astragali_radix_ing_88,TAR_93
Astragali_radix_ing_88,TAR_487
Astragali_radix_ing_28,TAR_486
Astragali_radix_ing_28,TAR_393
Astragali_radix_ing_28,TAR_249
Astragali_radix_ing_28,TAR_99
Astragali_radix_ing_28,TAR_116
Astragali_radix_ing_28,TAR_71
Astragali_radix_ing_28,TAR_80
Astragali_radix_ing_28,TAR_40
Codonopsis_radix_ing_13,TAR_395
Codonopsis_radix_ing_13,TAR_277
Codonopsis_radix_ing_13,TAR_428
Codonopsis_radix_ing_13,TAR_379
Codonopsis_radix_ing_13,TAR_453
Codonopsis_radix_ing_13,TAR_270
Codonopsis_radix_ing_13,TAR_20
Codonopsis_radix_ing_13,TAR_339
Codonopsis_radix_ing_13,TAR_173
Codonopsis_radix_ing_13,TAR_449
Codonopsis_radix_ing_13,TAR_393
Codonopsis_radix_ing_80,TAR_306
Codonopsis_radix_ing_80,TAR_193
Codonopsis_radix_ing_80,TAR_79
Codonopsis_radix_ing_80,TAR_84
Codonopsis_radix_ing_80,TAR_93
Codonopsis_radix_ing_89,TAR_415
Codonopsis_radix_ing_89,TAR_463
Codonopsis_radix_ing_89,TAR_85
Codonopsis_radix_ing_89,TAR_370
Codonopsis_radix_ing_89,TAR_225
Codonopsis_radix_ing_89,TAR_23
Codonopsis_radix_ing_89,TAR_211
Codonopsis_radix_ing_89,TAR_187
Codonopsis_radix_ing_89,TAR_347
Codonopsis_radix_ing_89,TAR_369
Codonopsis_radix_ing_89,TAR_122
Codonopsis_radix_ing_89,TAR_497
Codonopsis_radix_ing_57,TAR_146
Codonopsis_radix_ing_57,TAR_386
Codonopsis_radix_ing_57,TAR_384
Codonopsis_radix_ing_57,TAR_402
Codonopsis_radix_ing_57,TAR_230
Codonopsis_radix_ing_57,TAR_120
Codonopsis_radix_ing_57,TAR_274
Codonopsis_radix_ing_57,TAR_123
Codonopsis_radix_ing_57,TAR_159
Codonopsis_radix_ing_57,TAR_495
Codonopsis_radix_ing_57,TAR_415
Codonopsis_radix_ing_57,TAR_402
Codonopsis_radix_ing_61,TAR_189
Codonopsis_radix_ing_61,TAR_348
Codonopsis_radix_ing_61,TAR_485
Codonopsis_radix_ing_61,TAR_293
Codonopsis_radix_ing_61,TAR_226
Codonopsis_radix_ing_61,TAR_237
Codonopsis_radix_ing_99,TAR_399
Codonopsis_radix_ing_99,TAR_196
Codonopsis_radix_ing_99,TAR_258
Codonopsis_radix_ing_99,TAR_271
Codonopsis_radix_ing_99,TAR_215
Codonopsis_radix_ing_99,TAR_495
Codonopsis_radix_ing_99,TAR_83
Codonopsis_radix_ing_26,TAR_71
Codonopsis_radix_ing_26,TAR_447
Codonopsis_radix_ing_26,TAR_129
Codonopsis_radix_ing_26,TAR_27
Codonopsis_radix_ing_26,TAR_329
Codonopsis_radix_ing_26,TAR_247
Codonopsis_radix_ing_26,TAR_448
Codonopsis_radix_ing_26,TAR_191
Codonopsis_radix_ing_26,TAR_284
Codonopsis_radix_ing_26,TAR_479
Codonopsis_radix_ing_26,TAR_53
Codonopsis_radix_ing_26,TAR_365
Codonopsis_radix_ing_67,TAR_146
Codonopsis_radix_ing_67,TAR_43
Codonopsis_radix_ing_67,TAR_391
Codonopsis_radix_ing_67,TAR_83
Codonopsis_radix_ing_35,TAR_464
Codonopsis_radix_ing_35,TAR_263
Codonopsis_radix_ing_35,TAR_76
Codonopsis_radix_ing_35,TAR_426
Codonopsis_radix_ing_35,TAR_224
Codonopsis_radix_ing_35,TAR_47
Codonopsis_radix_ing_35,TAR_485
Codonopsis_radix_ing_35,TAR_467
Codonopsis_radix_ing_35,TAR_114
Codonopsis_radix_ing_35,TAR_419
Rehmanniae_radix_ing_45,TAR_213
Rehmanniae_radix_ing_45,TAR_28
Rehmanniae_radix_ing_45,TAR_203
Rehmanniae_radix_ing_65,TAR_121
Rehmanniae_radix_ing_65,TAR_198
Rehmanniae_radix_ing_65,TAR_42
Rehmanniae_radix_ing_65,TAR_192
Rehmanniae_radix_ing_65,TAR_115
Rehmanniae_radix_ing_65,TAR_15
Rehmanniae_radix_ing_65,TAR_164
Rehmanniae_radix_ing_65,TAR_477
Rehmanniae_radix_ing_13,TAR_406
Rehmanniae_radix_ing_13,TAR_75
Rehmanniae_radix_ing_13,TAR_71
Rehmanniae_radix_ing_13,TAR_20
Rehmanniae_radix_ing_13,TAR_147
Rehmanniae_radix_ing_13,TAR_470
Rehmanniae_radix_ing_13,TAR_425
Rehmanniae_radix_ing_13,TAR_242
Rehmanniae_radix_ing_90,TAR_389
Rehmanniae_radix_ing_90,TAR_362
Rehmanniae_radix_ing_90,TAR_241
Rehmanniae_radix_ing_90,TAR_230
Rehmanniae_radix_ing_90,TAR_316
Rehmanniae_radix_ing_1,TAR_10
Rehmanniae_radix_ing_1,TAR_132
Rehmanniae_radix_ing_1,TAR_111
Rehmanniae_radix_ing_1,TAR_428
Rehmanniae_radix_ing_20,TAR_482
Rehmanniae_radix_ing_20,TAR_373
Rehmanniae_radix_ing_20,TAR_312
Rehmanniae_radix_ing_20,TAR_271
Rehmanniae_radix_ing_20,TAR_217
Rehmanniae_radix_ing_20,TAR_57
Rehmanniae_radix_ing_20,TAR_398
Rehmanniae_radix_ing_20,TAR_148
Rehmanniae_radix_ing_20,TAR_122
Rehmanniae_radix_ing_20,TAR_155
Rehmanniae_radix_ing_20,TAR_63
Rehmanniae_radix_ing_7,TAR_215
Rehmanniae_radix_ing_7,TAR_328
Rehmanniae_radix_ing_7,TAR_407
Rehmanniae_radix_ing_7,TAR_319
Rehmanniae_radix_ing_7,TAR_235
Rehmanniae_radix_ing_7,TAR_33
Rehmanniae_radix_ing_15,TAR_306
Rehmanniae_radix_ing_15,TAR_275
Rehmanniae_radix_ing_15,TAR_9
Rehmanniae_radix_ing_15,TAR_324
Rehmanniae_radix_ing_15,TAR_264
Rehmanniae_radix_ing_15,TAR_295
Rehmanniae_radix_ing_15,TAR_124
Rehmanniae_radix_ing_15,TAR_368
Rehmanniae_radix_ing_15,TAR_74
Rehmanniae_radix_ing_15,TAR_150
Rehmanniae_radix_ing_55,TAR_315
Rehmanniae_radix_ing_55,TAR_181
Rehmanniae_radix_ing_55,TAR_124
Rehmanniae_radix_ing_74,TAR_96
Rehmanniae_radix_ing_74,TAR_341
Rehmanniae_radix_ing_74,TAR_343
Rehmanniae_radix_ing_74,TAR_44
Rehmanniae_radix_ing_74,TAR_269
Rehmanniae_radix_ing_74,TAR_500
Rehmanniae_radix_ing_74,TAR_185
Rehmanniae_radix_ing_74,TAR_35
Rehmanniae_radix_ing_74,TAR_489
Rehmanniae_radix_ing_68,TAR_260
Rehmanniae_radix_ing_68,TAR_403
Rehmanniae_radix_ing_68,TAR_260
Rehmanniae_radix_ing_68,TAR_284
Rehmanniae_radix_ing_68,TAR_11
Rehmanniae_radix_ing_68,TAR_200
Rehmanniae_radix_ing_68,TAR_448
Rehmanniae_radix_ing_68,TAR_241
Rehmanniae_radix_ing_68,TAR_23
Rehmanniae_radix_ing_68,TAR_326
Rehmanniae_radix_ing_68,TAR_199
Rehmanniae_radix_ing_48,TAR_383
Rehmanniae_radix_ing_48,TAR_9
Rehmanniae_radix_ing_48,TAR_183
Rehmanniae_radix_ing_48,TAR_404
Rehmanniae_radix_ing_48,TAR_35
Rehmanniae_radix_ing_48,TAR_177
Rehmanniae_radix_ing_48,TAR_124
Corni_fructus_ing_81,TAR_396
Corni_fructus_ing_81,TAR_298
Corni_fructus_ing_81,TAR_377
Corni_fructus_ing_81,TAR_388
Corni_fructus_ing_43,TAR_23
Corni_fructus_ing_43,TAR_181
Corni_fructus_ing_43,TAR_280
Corni_fructus_ing_43,TAR_174
Corni_fructus_ing_43,TAR_417
Corni_fructus_ing_83,TAR_426
Corni_fructus_ing_83,TAR_399
Corni_fructus_ing_83,TAR_351
Corni_fructus_ing_83,TAR_238
Corni_fructus_ing_83,TAR_357
Corni_fructus_ing_62,TAR_416
Corni_fructus_ing_62,TAR_70
Corni_fructus_ing_62,TAR_33
Corni_fructus_ing_62,TAR_367
Corni_fructus_ing_62,TAR_398
Corni_fructus_ing_59,TAR_151
Corni_fructus_ing_59,TAR_104
Corni_fructus_ing_59,TAR_23
Corni_fructus_ing_26,TAR_162
Corni_fructus_ing_26,TAR_478
Corni_fructus_ing_26,TAR_159
Corni_fructus_ing_66,TAR_418
Corni_fructus_ing_66,TAR_279
Corni_fructus_ing_66,TAR_243
Corni_fructus_ing_66,TAR_130
Corni_fructus_ing_66,TAR_19
Corni_fructus_ing_66,TAR_386
Corni_fructus_ing_66,TAR_332
Corni_fructus_ing_66,TAR_98
Corni_fructus_ing_66,TAR_147
Corni_fructus_ing_46,TAR_444
Corni_fructus_ing_46,TAR_336
Corni_fructus_ing_46,TAR_170
Corni_fructus_ing_35,TAR_410
Corni_fructus_ing_35,TAR_189
Corni_fructus_ing_35,TAR_224
Corni_fructus_ing_35,TAR_456
Corni_fructus_ing_52,TAR_459
Corni_fructus_ing_52,TAR_490
Corni_fructus_ing_52,TAR_198
Corni_fructus_ing_52,TAR_174
Corni_fructus_ing_52,TAR_499
Corni_fructus_ing_52,TAR_96
Corni_fructus_ing_52,TAR_255
Corni_fructus_ing_52,TAR_355
Corni_fructus_ing_52,TAR_255
Corni_fructus_ing_52,TAR_189
Corni_fructus_ing_67,TAR_411
Corni_fructus_ing_67,TAR_43
Corni_fructus_ing_67,TAR_373
Corni_fructus_ing_67,TAR_218
Corni_fructus_ing_67,TAR_41
Corni_fructus_ing_67,TAR_221
Corni_fructus_ing_67,TAR_309
Corni_fructus_ing_24,TAR_151
Corni_fructus_ing_24,TAR_165
Corni_fructus_ing_24,TAR_53
Corni_fructus_ing_24,TAR_41
Corni_fructus_ing_24,TAR_168
Corni_fructus_ing_24,TAR_339
Corni_fructus_ing_24,TAR_152
Corni_fructus_ing_24,TAR_157
Corni_fructus_ing_24,TAR_229
Corni_fructus_ing_24,TAR_309
Corni_fructus_ing_24,TAR_368
Corni_fructus_ing_55,TAR_354
Corni_fructus_ing_55,TAR_228
Corni_fructus_ing_55,TAR_180
Corni_fructus_ing_55,TAR_229
Corni_fructus_ing_55,TAR_22
Corni_fructus_ing_94,TAR_315
Corni_fructus_ing_94,TAR_223
Corni_fructus_ing_94,TAR_141
Corni_fructus_ing_94,TAR_328
Corni_fructus_ing_94,TAR_406
Corni_fructus_ing_94,TAR_486
Corni_fructus_ing_94,TAR_30
Corni_fructus_ing_94,TAR_39
Corni_fructus_ing_86,TAR_187
Corni_fructus_ing_86,TAR_263
Corni_fructus_ing_86,TAR_411
Corni_fructus_ing_86,TAR_384
Corni_fructus_ing_86,TAR_348
Corni_fructus_ing_86,TAR_82
Corni_fructus_ing_86,TAR_488
Corni_fructus_ing_86,TAR_16
Corni_fructus_ing_86,TAR_74
Dioscoreae_rhizoma_ing_87,TAR_18
Dioscoreae_rhizoma_ing_87,TAR_65
Dioscoreae_rhizoma_ing_87,TAR_35
Dioscoreae_rhizoma_ing_87,TAR_121
Dioscoreae_rhizoma_ing_87,TAR_399
Dioscoreae_rhizoma_ing_87,TAR_331
Dioscoreae_rhizoma_ing_87,TAR_188
Dioscoreae_rhizoma_ing_87,TAR_186
Dioscoreae_rhizoma_ing_87,TAR_197
Dioscoreae_rhizoma_ing_87,TAR_487
Dioscoreae_rhizoma_ing_73,TAR_310
Dioscoreae_rhizoma_ing_73,TAR_79
Dioscoreae_rhizoma_ing_73,TAR_348
Dioscoreae_rhizoma_ing_58,TAR_191
Dioscoreae_rhizoma_ing_58,TAR_228
Dioscoreae_rhizoma_ing_58,TAR_391
Dioscoreae_rhizoma_ing_58,TAR_40
Dioscoreae_rhizoma_ing_58,TAR_294
Dioscoreae_rhizoma_ing_58,TAR_71
Dioscoreae_rhizoma_ing_58,TAR_272
Dioscoreae_rhizoma_ing_58,TAR_188
Dioscoreae_rhizoma_ing_51,TAR_333
Dioscoreae_rhizoma_ing_51,TAR_143
Dioscoreae_rhizoma_ing_51,TAR_128
Dioscoreae_rhizoma_ing_51,TAR_492
Dioscoreae_rhizoma_ing_51,TAR_59
Dioscoreae_rhizoma_ing_51,TAR_14
Dioscoreae_rhizoma_ing_51,TAR_377
Dioscoreae_rhizoma_ing_51,TAR_96
Dioscoreae_rhizoma_ing_64,TAR_199
Dioscoreae_rhizoma_ing_64,TAR_468
Dioscoreae_rhizoma_ing_64,TAR_288
Dioscoreae_rhizoma_ing_64,TAR_61
Dioscoreae_rhizoma_ing_64,TAR_135
Dioscoreae_rhizoma_ing_64,TAR_397
Dioscoreae_rhizoma_ing_64,TAR_134
Dioscoreae_rhizoma_ing_64,TAR_361
Dioscoreae_rhizoma_ing_64,TAR_229
Dioscoreae_rhizoma_ing_64,TAR_110
Dioscoreae_rhizoma_ing_64,TAR_314
Dioscoreae_rhizoma_ing_37,TAR_103
Dioscoreae_rhizoma_ing_37,TAR_63
Dioscoreae_rhizoma_ing_37,TAR_70
Dioscoreae_rhizoma_ing_37,TAR_437
Dioscoreae_rhizoma_ing_37,TAR_38
Dioscoreae_rhizoma_ing_37,TAR_232
Dioscoreae_rhizoma_ing_37,TAR_89
Dioscoreae_rhizoma_ing_37,TAR_461
Dioscoreae_rhizoma_ing_37,TAR_366
Dioscoreae_rhizoma_ing_37,TAR_228
Dioscoreae_rhizoma_ing_12,TAR_342
Dioscoreae_rhizoma_ing_12,TAR_178
Dioscoreae_rhizoma_ing_12,TAR_364
Dioscoreae_rhizoma_ing_12,TAR_34
Dioscoreae_rhizoma_ing_12,TAR_282
Dioscoreae_rhizoma_ing_12,TAR_278
Dioscoreae_rhizoma_ing_12,TAR_149
Dioscoreae_rhizoma_ing_12,TAR_457
Dioscoreae_rhizoma_ing_39,TAR_365
Dioscoreae_rhizoma_ing_39,TAR_364
Dioscoreae_rhizoma_ing_39,TAR_475
Dioscoreae_rhizoma_ing_39,TAR_359
Dioscoreae_rhizoma_ing_39,TAR_327
Dioscoreae_rhizoma_ing_23,TAR_261
Dioscoreae_rhizoma_ing_23,TAR_115
Dioscoreae_rhizoma_ing_23,TAR_63
Dioscoreae_rhizoma_ing_23,TAR_103
Dioscoreae_rhizoma_ing_23,TAR_406
Dioscoreae_rhizoma_ing_23,TAR_72
Dioscoreae_rhizoma_ing_23,TAR_122
Dioscoreae_rhizoma_ing_23,TAR_405
Dioscoreae_rhizoma_ing_64,TAR_185
Dioscoreae_rhizoma_ing_64,TAR_284
Dioscoreae_rhizoma_ing_64,TAR_294
Dioscoreae_rhizoma_ing_48,TAR_412
Dioscoreae_rhizoma_ing_48,TAR_283
Dioscoreae_rhizoma_ing_48,TAR_67
Dioscoreae_rhizoma_ing_48,TAR_314
Dioscoreae_rhizoma_ing_48,TAR_453
Dioscoreae_rhizoma_ing_48,TAR_45
Dioscoreae_rhizoma_ing_48,TAR_34
Dioscoreae_rhizoma_ing_48,TAR_159
Dioscoreae_rhizoma_ing_48,TAR_204
Dioscoreae_rhizoma_ing_48,TAR_368
Dioscoreae_rhizoma_ing_93,TAR_270
Dioscoreae_rhizoma_ing_93,TAR_211
Dioscoreae_rhizoma_ing_93,TAR_394
Dioscoreae_rhizoma_ing_93,TAR_210
Dioscoreae_rhizoma_ing_93,TAR_422
Dioscoreae_rhizoma_ing_93,TAR_295
Dioscoreae_rhizoma_ing_93,TAR_38
Dioscoreae_rhizoma_ing_93,TAR_65
Dioscoreae_rhizoma_ing_93,TAR_498
Dioscoreae_rhizoma_ing_93,TAR_163
Dioscoreae_rhizoma_ing_83,TAR_231
Dioscoreae_rhizoma_ing_83,TAR_239
Dioscoreae_rhizoma_ing_83,TAR_349
Dioscoreae_rhizoma_ing_83,TAR_265
Dioscoreae_rhizoma_ing_45,TAR_450
Dioscoreae_rhizoma_ing_45,TAR_425
Dioscoreae_rhizoma_ing_45,TAR_400
Dioscoreae_rhizoma_ing_45,TAR_283
Dioscoreae_rhizoma_ing_45,TAR_328
Alismatis_rhizoma_ing_24,TAR_222
Alismatis_rhizoma_ing_24,TAR_258
Alismatis_rhizoma_ing_24,TAR_467
Alismatis_rhizoma_ing_24,TAR_445
Alismatis_rhizoma_ing_24,TAR_29
Alismatis_rhizoma_ing_16,TAR_79
Alismatis_rhizoma_ing_16,TAR_156
Alismatis_rhizoma_ing_16,TAR_85
Alismatis_rhizoma_ing_16,TAR_83
Alismatis_rhizoma_ing_16,TAR_166
Alismatis_rhizoma_ing_16,TAR_479
Alismatis_rhizoma_ing_16,TAR_364
Alismatis_rhizoma_ing_16,TAR_116
Alismatis_rhizoma_ing_16,TAR_178
Alismatis_rhizoma_ing_16,TAR_486
Alismatis_rhizoma_ing_16,TAR_482
Alismatis_rhizoma_ing_67,TAR_434
Alismatis_rhizoma_ing_67,TAR_41
Alismatis_rhizoma_ing_67,TAR_129
Alismatis_rhizoma_ing_67,TAR_101
Alismatis_rhizoma_ing_67,TAR_326
Alismatis_rhizoma_ing_67,TAR_490
Alismatis_rhizoma_ing_67,TAR_283
Alismatis_rhizoma_ing_36,TAR_321
Alismatis_rhizoma_ing_36,TAR_156
Alismatis_rhizoma_ing_36,TAR_315
Alismatis_rhizoma_ing_36,TAR_274
Alismatis_rhizoma_ing_36,TAR_48
Alismatis_rhizoma_ing_65,TAR_304
Alismatis_rhizoma_ing_65,TAR_483
Alismatis_rhizoma_ing_65,TAR_298
Alismatis_rhizoma_ing_65,TAR_79
Alismatis_rhizoma_ing_65,TAR_88
Alismatis_rhizoma_ing_85,TAR_369
Alismatis_rhizoma_ing_85,TAR_462
Alismatis_rhizoma_ing_85,TAR_310
Alismatis_rhizoma_ing_85,TAR_173
Alismatis_rhizoma_ing_85,TAR_432
Alismatis_rhizoma_ing_85,TAR_474
Alismatis_rhizoma_ing_85,TAR_289
Alismatis_rhizoma_ing_85,TAR_22
Alismatis_rhizoma_ing_85,TAR_423
Alismatis_rhizoma_ing_85,TAR_443
Alismatis_rhizoma_ing_85,TAR_15
Alismatis_rhizoma_ing_85,TAR_42
Alismatis_rhizoma_ing_6,TAR_136
Alismatis_rhizoma_ing_6,TAR_334
Alismatis_rhizoma_ing_6,TAR_108
Alismatis_rhizoma_ing_6,TAR_393
Alismatis_rhizoma_ing_6,TAR_293
Alismatis_rhizoma_ing_6,TAR_214
Alismatis_rhizoma_ing_6,TAR_317
Alismatis_rhizoma_ing_6,TAR_328
Alismatis_rhizoma_ing_6,TAR_16
Alismatis_rhizoma_ing_6,TAR_255
Alismatis_rhizoma_ing_6,TAR_456
Alismatis_rhizoma_ing_6,TAR_322
Alismatis_rhizoma_ing_70,TAR_329
Alismatis_rhizoma_ing_70,TAR_490
Alismatis_rhizoma_ing_70,TAR_155
Alismatis_rhizoma_ing_70,TAR_248
Alismatis_rhizoma_ing_70,TAR_126
Alismatis_rhizoma_ing_70,TAR_413
Alismatis_rhizoma_ing_70,TAR_414
Alismatis_rhizoma_ing_88,TAR_153
Alismatis_rhizoma_ing_88,TAR_233
Alismatis_rhizoma_ing_88,TAR_38
Alismatis_rhizoma_ing_88,TAR_353
Alismatis_rhizoma_ing_88,TAR_31
Alismatis_rhizoma_ing_88,TAR_81
Alismatis_rhizoma_ing_88,TAR_226
Alismatis_rhizoma_ing_88,TAR_213
Alismatis_rhizoma_ing_88,TAR_248
Alismatis_rhizoma_ing_60,TAR_175
Alismatis_rhizoma_ing_60,TAR_311
Alismatis_rhizoma_ing_60,TAR_74
Alismatis_rhizoma_ing_60,TAR_161
Alismatis_rhizoma_ing_60,TAR_442
Alismatis_rhizoma_ing_60,TAR_368
Alismatis_rhizoma_ing_41,TAR_500
Alismatis_rhizoma_ing_41,TAR_205
Alismatis_rhizoma_ing_41,TAR_67
Alismatis_rhizoma_ing_41,TAR_390
Alismatis_rhizoma_ing_41,TAR_190
Alismatis_rhizoma_ing_41,TAR_264
Alismatis_rhizoma_ing_41,TAR_288
Alismatis_rhizoma_ing_41,TAR_55
Alismatis_rhizoma_ing_41,TAR_239
Alismatis_rhizoma_ing_41,TAR_63
Alismatis_rhizoma_ing_41,TAR_137
Alismatis_rhizoma_ing_41,TAR_231
Alismatis_rhizoma_ing_41,TAR_127
Alismatis_rhizoma_ing_41,TAR_73
Alismatis_rhizoma_ing_13,TAR_149
Alismatis_rhizoma_ing_13,TAR_485
Alismatis_rhizoma_ing_13,TAR_197
Alismatis_rhizoma_ing_79,TAR_128
Alismatis_rhizoma_ing_79,TAR_493
Alismatis_rhizoma_ing_79,TAR_444
Alismatis_rhizoma_ing_79,TAR_462
Alismatis_rhizoma_ing_79,TAR_82
Alismatis_rhizoma_ing_79,TAR_417
Alismatis_rhizoma_ing_79,TAR_168
Alismatis_rhizoma_ing_79,TAR_479
Alismatis_rhizoma_ing_79,TAR_296
Phellodendri_chinensis_cortex_ing_25,TAR_256
Phellodendri_chinensis_cortex_ing_25,TAR_264
Phellodendri_chinensis_cortex_ing_25,TAR_240
Phellodendri_chinensis_cortex_ing_25,TAR_256
Phellodendri_chinensis_cortex_ing_25,TAR_451
Phellodendri_chinensis_cortex_ing_40,TAR_12
Phellodendri_chinensis_cortex_ing_40,TAR_47
Phellodendri_chinensis_cortex_ing_40,TAR_484
Phellodendri_chinensis_cortex_ing_40,TAR_202
Phellodendri_chinensis_cortex_ing_40,TAR_259
Phellodendri_chinensis_cortex_ing_40,TAR_235
Phellodendri_chinensis_cortex_ing_40,TAR_495
Phellodendri_chinensis_cortex_ing_40,TAR_124
Phellodendri_chinensis_cortex_ing_40,TAR_111
Phellodendri_chinensis_cortex_ing_40,TAR_299
Phellodendri_chinensis_cortex_ing_46,TAR_26
Phellodendri_chinensis_cortex_ing_46,TAR_145
Phellodendri_chinensis_cortex_ing_46,TAR_254
