id,type,name
CSTB,Target,CSTB
NPC1,Target,NPC1
CCKBR,Target,CCKBR
NCCRP1,Target,NCCRP1
RASSF1,Target,RASSF1
TDO2,Target,TDO2
BDNF,Target,BDNF
DLC1,Target,DLC1
CTSK,Target,CTSK
UGT1A6,Target,UGT1A6
CD209,Target,CD209
MMP8,Target,MMP8
MT2A,Target,MT2A
SLC22A1,Target,SLC22A1
NES,Target,NES
PCSK2,Target,PCSK2
PRDX1,Target,PRDX1
DOT1L,Target,DOT1L
SLC2A2,Target,SLC2A2
AKAP12,Target,AKAP12
TP53,Target,TP53
PROM1,Target,PROM1
GRK5,Target,GRK5
FCER2,Target,FCER2
MIOX,Target,MIOX
GSS,Target,GSS
NOTCH2,Target,NOTCH2
NLRC4,Target,NLRC4
HSD11B2,Target,HSD11B2
FLT1,Target,FLT1
RBP1,Target,RBP1
PRKCI,Target,PRKCI
RFX5,Target,RFX5
CHUK,Target,CHUK
NNMT,Target,NNMT
NSFL1C,Target,NSFL1C
ATP2A3,Target,ATP2A3
CDH5,Target,CDH5
CYP46A1,Target,CYP46A1
FXN,Target,FXN
KDM4C,Target,KDM4C
ITGB2,Target,ITGB2
SLC2A3,Target,SLC2A3
MAPT,Target,MAPT
LDLR,Target,LDLR
HSP90B2P,Target,HSP90B2P
FTH1,Target,FTH1
DRD3,Target,DRD3
SARM1,Target,SARM1
IGFBP2,Target,IGFBP2
SIAH2,Target,SIAH2
CLEC2A,Target,CLEC2A
HNF4A,Target,HNF4A
ATF4,Target,ATF4
SLC5A1,Target,SLC5A1
TRIM63,Target,TRIM63
GABRA3,Target,GABRA3
CHRNA4,Target,CHRNA4
NOX5,Target,NOX5
CCR5,Target,CCR5
NR5A2,Target,NR5A2
CHGA,Target,CHGA
LMTK3,Target,LMTK3
SYP,Target,SYP
NPS,Target,NPS
COL7A1,Target,COL7A1
GNA12,Target,GNA12
MAPK7,Target,MAPK7
PDX1,Target,PDX1
CYP2B6,Target,CYP2B6
EDNRB,Target,EDNRB
DIO1,Target,DIO1
PDGFB,Target,PDGFB
EDNRA,Target,EDNRA
SPP1,Target,SPP1
S1PR1,Target,S1PR1
SOAT1,Target,SOAT1
BAX,Target,BAX
HCAR2,Target,HCAR2
FEN1,Target,FEN1
RTN4,Target,RTN4
TUBA1B,Target,TUBA1B
THBS1,Target,THBS1
RHEB,Target,RHEB
PRC1,Target,PRC1
EGR1,Target,EGR1
MIR33A,Target,MIR33A
GABRR3,Target,GABRR3
MIR192,Target,MIR192
KRT1,Target,KRT1
CISD2,Target,CISD2
CLEC1B,Target,CLEC1B
BAK1,Target,BAK1
ALAS1,Target,ALAS1
WNT3A,Target,WNT3A
CPT1B,Target,CPT1B
,Target,
YIF1B,Target,YIF1B
ESRRG,Target,ESRRG
ACAT1,Target,ACAT1
HSD17B7,Target,HSD17B7
CALR,Target,CALR
AQP5,Target,AQP5
SLC47A1,Target,SLC47A1
APC,Target,APC
CCR2,Target,CCR2
ETS1,Target,ETS1
CYBB,Target,CYBB
TACR1,Target,TACR1
HK2,Target,HK2
MIR7-3,Target,MIR7-3
DDAH1,Target,DDAH1
CTSS,Target,CTSS
CYP3A,Target,CYP3A
PLIN1,Target,PLIN1
ACAN,Target,ACAN
CACUL1,Target,CACUL1
KDM3A,Target,KDM3A
OXER1,Target,OXER1
H1-0,Target,H1-0
PRKAA2,Target,PRKAA2
MMP1,Target,MMP1
PTGDS,Target,PTGDS
CA1,Target,CA1
CX3CL1,Target,CX3CL1
KDR,Target,KDR
PON3,Target,PON3
RTL10,Target,RTL10
CRHR1,Target,CRHR1
E2F2,Target,E2F2
CSF2,Target,CSF2
ADRA2B,Target,ADRA2B
RHOA,Target,RHOA
SLC26A4,Target,SLC26A4
MT1A,Target,MT1A
DFFB,Target,DFFB
TAC1,Target,TAC1
PAM,Target,PAM
MADD,Target,MADD
NKX3-1,Target,NKX3-1
MMP7,Target,MMP7
CATSPER1,Target,CATSPER1
ABL1,Target,ABL1
GHSR,Target,GHSR
GCK,Target,GCK
SELE,Target,SELE
CDH2,Target,CDH2
EIF6,Target,EIF6
POMK,Target,POMK
TPP2,Target,TPP2
TBK1,Target,TBK1
NTF3,Target,NTF3
SOCS1,Target,SOCS1
ECE1,Target,ECE1
CYP1A1,Target,CYP1A1
TARDBP,Target,TARDBP
CA7,Target,CA7
FABP4,Target,FABP4
NAE1,Target,NAE1
IRAK4,Target,IRAK4
CISD1,Target,CISD1
SFN,Target,SFN
MIR26A1,Target,MIR26A1
CYP27B1,Target,CYP27B1
S100A8,Target,S100A8
GABRB3,Target,GABRB3
TSHB,Target,TSHB
ABCC2,Target,ABCC2
PTPN1,Target,PTPN1
ZFHX3,Target,ZFHX3
PENK,Target,PENK
HMGN3,Target,HMGN3
GABRG2,Target,GABRG2
TNFRSF13B,Target,TNFRSF13B
HMGB3,Target,HMGB3
CDC45,Target,CDC45
UNC13A,Target,UNC13A
GABRA4,Target,GABRA4
ICAM1,Target,ICAM1
MAP2K1,Target,MAP2K1
CKB,Target,CKB
CSRP1,Target,CSRP1
CYP7A1,Target,CYP7A1
MAPK15,Target,MAPK15
SIRT1,Target,SIRT1
IRF3,Target,IRF3
EDN2,Target,EDN2
CXCL13,Target,CXCL13
GSTA1,Target,GSTA1
ADRA1A,Target,ADRA1A
PAWR,Target,PAWR
CLDN4,Target,CLDN4
YY1,Target,YY1
CRYBA1,Target,CRYBA1
NR2C2,Target,NR2C2
NFE2L2,Target,NFE2L2
EIF4EBP1,Target,EIF4EBP1
CELF1,Target,CELF1
SP1,Target,SP1
EIF4E,Target,EIF4E
IGHE,Target,IGHE
GPT,Target,GPT
MSTN,Target,MSTN
GDF2,Target,GDF2
ST8SIA2,Target,ST8SIA2
IGBP1,Target,IGBP1
TEP1,Target,TEP1
IL6R,Target,IL6R
KCNJ11,Target,KCNJ11
PTGR1,Target,PTGR1
APOM,Target,APOM
UNG,Target,UNG
EGLN1,Target,EGLN1
BCL11A,Target,BCL11A
UGT1A3,Target,UGT1A3
HSD3B2,Target,HSD3B2
MIR155,Target,MIR155
BAP1,Target,BAP1
SLC32A1,Target,SLC32A1
CYP19A1,Target,CYP19A1
MDK,Target,MDK
ARG1,Target,ARG1
PDIA3,Target,PDIA3
CYP2C19,Target,CYP2C19
SULT1A1,Target,SULT1A1
OAS3,Target,OAS3
UGT2B10,Target,UGT2B10
LIPG,Target,LIPG
CASP12,Target,CASP12
FOXO1,Target,FOXO1
CYP2A6,Target,CYP2A6
PAX6,Target,PAX6
TRPV6,Target,TRPV6
CNTF,Target,CNTF
NFKB1,Target,NFKB1
ENDOG,Target,ENDOG
ACTA2,Target,ACTA2
FFAR3,Target,FFAR3
BOK,Target,BOK
KLK3,Target,KLK3
HNRNPA2B1,Target,HNRNPA2B1
HPCA,Target,HPCA
PFN1,Target,PFN1
FBXO32,Target,FBXO32
IL5,Target,IL5
TPH2,Target,TPH2
CRHR2,Target,CRHR2
TNFRSF1B,Target,TNFRSF1B
APOBEC3A,Target,APOBEC3A
PRRT2,Target,PRRT2
GPR3,Target,GPR3
RHO,Target,RHO
CD40LG,Target,CD40LG
TNFRSF12A,Target,TNFRSF12A
KCNK18,Target,KCNK18
GNB3,Target,GNB3
CALB2,Target,CALB2
NAMPT,Target,NAMPT
AKT2,Target,AKT2
CD81,Target,CD81
CLIP1,Target,CLIP1
GBF1,Target,GBF1
MGLL,Target,MGLL
BNIP3,Target,BNIP3
JAG1,Target,JAG1
CCL16,Target,CCL16
OPRM1,Target,OPRM1
LYVE1,Target,LYVE1
ECM1,Target,ECM1
SCN5A,Target,SCN5A
TACSTD2,Target,TACSTD2
SFRP2,Target,SFRP2
TNFRSF10A,Target,TNFRSF10A
DNMT3B,Target,DNMT3B
MRC1,Target,MRC1
PRKCB,Target,PRKCB
NDUFV2,Target,NDUFV2
SSTR5,Target,SSTR5
ABCF3,Target,ABCF3
SULT2A1,Target,SULT2A1
PLA2G4A,Target,PLA2G4A
CCNG1,Target,CCNG1
TCF7L2,Target,TCF7L2
S100A10,Target,S100A10
PTGES3,Target,PTGES3
NUAK2,Target,NUAK2
TGM1,Target,TGM1
MIR143,Target,MIR143
PECAM1,Target,PECAM1
FAS,Target,FAS
HADHB,Target,HADHB
TINCR,Target,TINCR
SERTAD1,Target,SERTAD1
SPAG5,Target,SPAG5
KLRB1,Target,KLRB1
CYP51A1,Target,CYP51A1
PTEN,Target,PTEN
FLT4,Target,FLT4
PDE4D,Target,PDE4D
PPM1A,Target,PPM1A
DAXX,Target,DAXX
RORA,Target,RORA
MIR132,Target,MIR132
GRIN2D,Target,GRIN2D
MECP2,Target,MECP2
CERS6,Target,CERS6
SLC1A6,Target,SLC1A6
CMAHP,Target,CMAHP
LINC00974,Target,LINC00974
PTTG1,Target,PTTG1
APLN,Target,APLN
HOTAIR,Target,HOTAIR
SPHK1,Target,SPHK1
TLR9,Target,TLR9
PRMT1,Target,PRMT1
GOT1,Target,GOT1
MIR140,Target,MIR140
TH,Target,TH
PPIP5K1,Target,PPIP5K1
GABRA2,Target,GABRA2
OLR1,Target,OLR1
KRAS,Target,KRAS
MBD2,Target,MBD2
SP3,Target,SP3
PPARA,Target,PPARA
FGF1,Target,FGF1
MMP11,Target,MMP11
PIGK,Target,PIGK
TERC,Target,TERC
SERPINH1,Target,SERPINH1
MAPKAP1,Target,MAPKAP1
IL22,Target,IL22
CYP4F3,Target,CYP4F3
CALM3;CALM1;CALM2,Target,CALM3;CALM1;CALM2
S100A9,Target,S100A9
PGD,Target,PGD
MIR125B1,Target,MIR125B1
AGTRAP,Target,AGTRAP
MPST,Target,MPST
TAT,Target,TAT
CALM3;CALML2;CAM3;CAMC;CAMIII,Target,CALM3;CALML2;CAM3;CAMC;CAMIII
GRIA4,Target,GRIA4
SYN1,Target,SYN1
BACH1,Target,BACH1
SKP2,Target,SKP2
LRP5,Target,LRP5
GFAP,Target,GFAP
TIMP1,Target,TIMP1
PCLAF,Target,PCLAF
APOB,Target,APOB
TAS2R14,Target,TAS2R14
PRKAR1A,Target,PRKAR1A
MIR15B,Target,MIR15B
F2RL1,Target,F2RL1
ITIH4,Target,ITIH4
CRTC2,Target,CRTC2
CD28,Target,CD28
ACACA,Target,ACACA
MYD88,Target,MYD88
MIR133B,Target,MIR133B
LRP6,Target,LRP6
MIR146B,Target,MIR146B
PCSK1,Target,PCSK1
PAK1,Target,PAK1
SREBF2,Target,SREBF2
LAT,Target,LAT
AKR1A1,Target,AKR1A1
MALAT1,Target,MALAT1
LEF1,Target,LEF1
STAT5A,Target,STAT5A
PLD1,Target,PLD1
HPD,Target,HPD
TNFSF10,Target,TNFSF10
TAAR1,Target,TAAR1
MIR663A,Target,MIR663A
SRD5A1,Target,SRD5A1
HSD3B1,Target,HSD3B1
MBP,Target,MBP
ENOX2,Target,ENOX2
CRBN,Target,CRBN
ZEB1,Target,ZEB1
DCT,Target,DCT
KEAP1,Target,KEAP1
CNR2,Target,CNR2
PPID,Target,PPID
CRYZ,Target,CRYZ
SYN2,Target,SYN2
PPP1R12A,Target,PPP1R12A
EZH2,Target,EZH2
KHK,Target,KHK
MAPK8,Target,MAPK8
PTGS1,Target,PTGS1
GAS5,Target,GAS5
SPTLC2,Target,SPTLC2
ABCB6,Target,ABCB6
GUCY1B1,Target,GUCY1B1
VIM,Target,VIM
PPARG,Target,PPARG
SMPD2,Target,SMPD2
CLDN2,Target,CLDN2
MPP1,Target,MPP1
HDAC9,Target,HDAC9
CTLA4,Target,CTLA4
TNFRSF11B,Target,TNFRSF11B
H6PD,Target,H6PD
TNFRSF4,Target,TNFRSF4
GSTM2,Target,GSTM2
NUS1,Target,NUS1
SLC20A2,Target,SLC20A2
MMP2,Target,MMP2
PGRMC1,Target,PGRMC1
P4HB,Target,P4HB
G3BP1,Target,G3BP1
FGF7,Target,FGF7
CASP3,Target,CASP3
PMM2,Target,PMM2
ROCK2,Target,ROCK2
DAG1,Target,DAG1
HNF1A,Target,HNF1A
GAST,Target,GAST
MAP1B,Target,MAP1B
RALA,Target,RALA
WWOX,Target,WWOX
IL33,Target,IL33
MIR22,Target,MIR22
MAP3K11,Target,MAP3K11
MAPK1,Target,MAPK1
CCL11,Target,CCL11
IMPA1,Target,IMPA1
SP6,Target,SP6
MSH2,Target,MSH2
PLAUR,Target,PLAUR
DAGLA,Target,DAGLA
GHR,Target,GHR
CHRNA6,Target,CHRNA6
SGCB,Target,SGCB
ADRA1B,Target,ADRA1B
THBS4,Target,THBS4
TJP1,Target,TJP1
HSD11B1,Target,HSD11B1
SERPINA6,Target,SERPINA6
TGM2,Target,TGM2
FYN,Target,FYN
PRKCD,Target,PRKCD
CPT1A,Target,CPT1A
CD36,Target,CD36
PLA2G2A,Target,PLA2G2A
BMP2,Target,BMP2
DNMT1,Target,DNMT1
APOA1,Target,APOA1
HOXB13,Target,HOXB13
PGF,Target,PGF
AHR,Target,AHR
BIRC2,Target,BIRC2
TMED2,Target,TMED2
PDLIM1,Target,PDLIM1
GPR35,Target,GPR35
MAPK11,Target,MAPK11
ITGA2,Target,ITGA2
PREP,Target,PREP
FOS,Target,FOS
TYRP1,Target,TYRP1
MAPKAPK2,Target,MAPKAPK2
GPR119,Target,GPR119
BECN1,Target,BECN1
GRM5,Target,GRM5
TWIST1,Target,TWIST1
FAH,Target,FAH
HFM1,Target,HFM1
MYH7,Target,MYH7
IL16,Target,IL16
CRISPLD2,Target,CRISPLD2
ABCC3,Target,ABCC3
COL1A2,Target,COL1A2
TLR7,Target,TLR7
ADRA2A,Target,ADRA2A
ERBB2,Target,ERBB2
PTGS2,Target,PTGS2
MAFG,Target,MAFG
GGT5,Target,GGT5
SIAH1,Target,SIAH1
SLC12A5,Target,SLC12A5
OPCML,Target,OPCML
DBI,Target,DBI
PTCH1,Target,PTCH1
TRPV2,Target,TRPV2
HCRT,Target,HCRT
ALB,Target,ALB
HMOX1,Target,HMOX1
SNAI2,Target,SNAI2
LIN28B,Target,LIN28B
PLAU,Target,PLAU
MIR33B,Target,MIR33B
DRD4,Target,DRD4
STAT4,Target,STAT4
XDH,Target,XDH
RIPK2,Target,RIPK2
FFAR1,Target,FFAR1
CDKN2C,Target,CDKN2C
HDAC4,Target,HDAC4
OR51E2,Target,OR51E2
EEF2,Target,EEF2
PNLIP,Target,PNLIP
ATG5,Target,ATG5
TAS2R39,Target,TAS2R39
ADRB1,Target,ADRB1
SMAD4,Target,SMAD4
KLF15,Target,KLF15
CYP11B2,Target,CYP11B2
MTR,Target,MTR
MKI67,Target,MKI67
PPARGC1A,Target,PPARGC1A
SLC25A5,Target,SLC25A5
NCL,Target,NCL
NPHS1,Target,NPHS1
ALDH2,Target,ALDH2
MIR96,Target,MIR96
OXTR,Target,OXTR
COL4A4,Target,COL4A4
LCK,Target,LCK
HDAC3,Target,HDAC3
RASAL2,Target,RASAL2
UGT1A9,Target,UGT1A9
TOB1,Target,TOB1
BCL2,Target,BCL2
MB,Target,MB
POU2F1,Target,POU2F1
TRAF6,Target,TRAF6
PROCR,Target,PROCR
SALL3,Target,SALL3
MGAM,Target,MGAM
FGFR4,Target,FGFR4
IGF1R,Target,IGF1R
MAT2B,Target,MAT2B
PEMT,Target,PEMT
FBXW7,Target,FBXW7
IL18,Target,IL18
DNTT,Target,DNTT
HTR2A,Target,HTR2A
SLC19A2,Target,SLC19A2
EP300,Target,EP300
ATP4A,Target,ATP4A
ADH1C,Target,ADH1C
SH3GL1,Target,SH3GL1
UHRF1,Target,UHRF1
SLCO1B1,Target,SLCO1B1
PAND1,Target,PAND1
TXNDC17,Target,TXNDC17
GRK4,Target,GRK4
TXNRD1,Target,TXNRD1
DEPTOR,Target,DEPTOR
IARS1,Target,IARS1
ETF1,Target,ETF1
CNGA3,Target,CNGA3
LIN28A,Target,LIN28A
KL,Target,KL
CD86,Target,CD86
CCL3,Target,CCL3
CYP2A13,Target,CYP2A13
OR51E1,Target,OR51E1
PDGFRB,Target,PDGFRB
STAT5B,Target,STAT5B
FURIN,Target,FURIN
ATF3,Target,ATF3
RAPGEF4,Target,RAPGEF4
JUN,Target,JUN
GADD45B,Target,GADD45B
FBLN1,Target,FBLN1
GYPB,Target,GYPB
TGFBR2,Target,TGFBR2
DFFA,Target,DFFA
RPS9,Target,RPS9
COG2,Target,COG2
OTX2,Target,OTX2
GP6,Target,GP6
TIGAR,Target,TIGAR
LPL,Target,LPL
RASGRF1,Target,RASGRF1
SCAP,Target,SCAP
KLK4,Target,KLK4
CACNA1C,Target,CACNA1C
KCNK10,Target,KCNK10
IER5,Target,IER5
P2RX4,Target,P2RX4
TLR8,Target,TLR8
EPO,Target,EPO
KLF11,Target,KLF11
GRIN1,Target,GRIN1
NOD2,Target,NOD2
HMGB1,Target,HMGB1
UGCG,Target,UGCG
GPX1,Target,GPX1
NUP62,Target,NUP62
SELL,Target,SELL
SOST,Target,SOST
MIR145,Target,MIR145
CRYAB,Target,CRYAB
ENPEP,Target,ENPEP
SMAD3,Target,SMAD3
MTTP,Target,MTTP
IKBKB,Target,IKBKB
GK,Target,GK
ALDH7A1,Target,ALDH7A1
PTP4A3,Target,PTP4A3
KCNK2,Target,KCNK2
MIR15A,Target,MIR15A
PMAIP1,Target,PMAIP1
UBIAD1,Target,UBIAD1
GRIN2A,Target,GRIN2A
SLC5A4,Target,SLC5A4
PTX3,Target,PTX3
MRGPRX3,Target,MRGPRX3
MC1R,Target,MC1R
MAP1LC3B,Target,MAP1LC3B
FABP5,Target,FABP5
HIF1A,Target,HIF1A
PRDX6,Target,PRDX6
CREBBP,Target,CREBBP
MCM4,Target,MCM4
LRP1,Target,LRP1
FGF2,Target,FGF2
ANXA1,Target,ANXA1
SOD3,Target,SOD3
MAP3K5,Target,MAP3K5
LY96,Target,LY96
CALCR,Target,CALCR
TLR5,Target,TLR5
AQP1,Target,AQP1
ALPL,Target,ALPL
ADCY8,Target,ADCY8
HCN4,Target,HCN4
CD274,Target,CD274
BCL2L1,Target,BCL2L1
GATA3,Target,GATA3
DRD1,Target,DRD1
GCM1,Target,GCM1
CEBPD,Target,CEBPD
CD19,Target,CD19
SRSF3,Target,SRSF3
MIR30A,Target,MIR30A
ACHE,Target,ACHE
CDH6,Target,CDH6
CCL4,Target,CCL4
MFN2,Target,MFN2
CENPE,Target,CENPE
SLCO1B3,Target,SLCO1B3
HDAC1,Target,HDAC1
PSEN1,Target,PSEN1
RPTOR,Target,RPTOR
ALOX15,Target,ALOX15
HMGN5,Target,HMGN5
GSTM1,Target,GSTM1
IL2,Target,IL2
IL2RA,Target,IL2RA
CXCL8,Target,CXCL8
PARG,Target,PARG
ATR,Target,ATR
ATM,Target,ATM
ANPEP,Target,ANPEP
PIK3CA,Target,PIK3CA
PTPN2,Target,PTPN2
MIR126,Target,MIR126
AGT,Target,AGT
PKD2,Target,PKD2
HDC,Target,HDC
PKLR,Target,PKLR
EZR,Target,EZR
SFTPB,Target,SFTPB
GABRG1,Target,GABRG1
WARS2,Target,WARS2
ISG20,Target,ISG20
GATA2,Target,GATA2
SLC22A6,Target,SLC22A6
CXCR1,Target,CXCR1
ROCK1,Target,ROCK1
CARTPT,Target,CARTPT
CX3CR1,Target,CX3CR1
FCGR1A,Target,FCGR1A
CYP27A1,Target,CYP27A1
Bcl2l1,Target,Bcl2l1
CD34,Target,CD34
ABCB4,Target,ABCB4
FANCD2,Target,FANCD2
CD1D,Target,CD1D
FGB,Target,FGB
ELK1,Target,ELK1
CDH1,Target,CDH1
CDC7,Target,CDC7
C5,Target,C5
IL6,Target,IL6
AQP7,Target,AQP7
IL1B,Target,IL1B
CD46,Target,CD46
SLC22A3,Target,SLC22A3
CFL1,Target,CFL1
MPO,Target,MPO
VASH1,Target,VASH1
PRKACA,Target,PRKACA
JMJD6,Target,JMJD6
CXCL10,Target,CXCL10
ADIPOQ,Target,ADIPOQ
ELAVL1,Target,ELAVL1
SMAD6,Target,SMAD6
MAP2K4,Target,MAP2K4
ASIC3,Target,ASIC3
NGFR,Target,NGFR
ERRFI1,Target,ERRFI1
ERBB3,Target,ERBB3
ADIPOR2,Target,ADIPOR2
T01IGB,Target,T01IGB
SLC9A1,Target,SLC9A1
GMPPB,Target,GMPPB
CREB3L3,Target,CREB3L3
CYP2B7P,Target,CYP2B7P
MT-ND6,Target,MT-ND6
PNO1,Target,PNO1
AURKB,Target,AURKB
PTGER2,Target,PTGER2
PCSK9,Target,PCSK9
GAPDH,Target,GAPDH
ATG7,Target,ATG7
GPR55,Target,GPR55
VEGFA,Target,VEGFA
EGR2,Target,EGR2
GPD2,Target,GPD2
TIMP3,Target,TIMP3
CHEK2,Target,CHEK2
CD33,Target,CD33
TOP1,Target,TOP1
SREBF1,Target,SREBF1
CASP9,Target,CASP9
PRKCZ,Target,PRKCZ
PNPO,Target,PNPO
SOAT2,Target,SOAT2
GSTA2,Target,GSTA2
NF2,Target,NF2
IRF1,Target,IRF1
MIR7641-1,Target,MIR7641-1
IFIH1,Target,IFIH1
CHST10,Target,CHST10
ITGB1,Target,ITGB1
HVCN1,Target,HVCN1
UGT2B28,Target,UGT2B28
NR0B2,Target,NR0B2
MIR223,Target,MIR223
CBS;CBSL,Target,CBS;CBSL
MIR384,Target,MIR384
PSG1,Target,PSG1
CAMK2G,Target,CAMK2G
NPEPPS,Target,NPEPPS
LRIG1,Target,LRIG1
TSPO,Target,TSPO
NR1H4,Target,NR1H4
BHMT,Target,BHMT
STING1,Target,STING1
CRH,Target,CRH
DDIT3,Target,DDIT3
CCR1,Target,CCR1
NOX1,Target,NOX1
MMP12,Target,MMP12
ACP5,Target,ACP5
NR1H3,Target,NR1H3
PTGFR,Target,PTGFR
PTGES,Target,PTGES
RIT1,Target,RIT1
FCGR1CP,Target,FCGR1CP
DYRK1A,Target,DYRK1A
MIR330,Target,MIR330
TNNT2,Target,TNNT2
MIR206,Target,MIR206
ITGAL,Target,ITGAL
ZHX2,Target,ZHX2
ABCG5,Target,ABCG5
AGTR2,Target,AGTR2
RYR1,Target,RYR1
MIR130A,Target,MIR130A
MIR34A,Target,MIR34A
SLC6A11,Target,SLC6A11
PDCD1LG2,Target,PDCD1LG2
PIK3CD,Target,PIK3CD
SPI1,Target,SPI1
CCND2,Target,CCND2
SLC22A8,Target,SLC22A8
FOSL2,Target,FOSL2
SLC6A3,Target,SLC6A3
GABRA1,Target,GABRA1
BMF,Target,BMF
ABCC4,Target,ABCC4
NQO2,Target,NQO2
CIP2A,Target,CIP2A
VEGFC,Target,VEGFC
MIR135B,Target,MIR135B
HINT1,Target,HINT1
GJB1,Target,GJB1
CYP11A1,Target,CYP11A1
KCNJ2,Target,KCNJ2
CTRC,Target,CTRC
IFNG,Target,IFNG
PGAM1,Target,PGAM1
MYLK,Target,MYLK
TNFRSF1A,Target,TNFRSF1A
CD14,Target,CD14
KLF2,Target,KLF2
PPP3CA,Target,PPP3CA
CD80,Target,CD80
FTO,Target,FTO
ABCC1,Target,ABCC1
TTK,Target,TTK
MITF,Target,MITF
PIN1,Target,PIN1
STAT1,Target,STAT1
PRSS8,Target,PRSS8
CLEC2B,Target,CLEC2B
CETP,Target,CETP
CCNB1,Target,CCNB1
PRKAA1,Target,PRKAA1
DRD2,Target,DRD2
LCN2,Target,LCN2
THRB,Target,THRB
PTN,Target,PTN
ABCA1,Target,ABCA1
CDKN1B,Target,CDKN1B
S100A1,Target,S100A1
PKB_RS07820,Target,PKB_RS07820
LTA4H,Target,LTA4H
MIR7-1,Target,MIR7-1
TIMP4,Target,TIMP4
PTPRH,Target,PTPRH
CA3,Target,CA3
ANGPTL4,Target,ANGPTL4
TNFSF11,Target,TNFSF11
SERPINE1,Target,SERPINE1
MST1,Target,MST1
FSHR,Target,FSHR
DDC,Target,DDC
CYP3A7,Target,CYP3A7
AGTR1,Target,AGTR1
KAT5,Target,KAT5
BACE1,Target,BACE1
SSTR2,Target,SSTR2
SLCO2B1,Target,SLCO2B1
DNPEP,Target,DNPEP
BIRC5,Target,BIRC5
PPP1R1B,Target,PPP1R1B
ABCG8,Target,ABCG8
KCNQ3,Target,KCNQ3
BCL2A1,Target,BCL2A1
MAPK3,Target,MAPK3
ALDH1A2,Target,ALDH1A2
ELANE,Target,ELANE
NLK,Target,NLK
EPOR,Target,EPOR
HDAC11,Target,HDAC11
KLK10,Target,KLK10
GBA2,Target,GBA2
VIP,Target,VIP
CD276,Target,CD276
MCU,Target,MCU
KLK5,Target,KLK5
AXIN2,Target,AXIN2
RPA1,Target,RPA1
SLC16A7,Target,SLC16A7
ESR2,Target,ESR2
MT3,Target,MT3
CPM,Target,CPM
HPRT1,Target,HPRT1
ITPR1,Target,ITPR1
MAP2,Target,MAP2
GH1,Target,GH1
CCN2,Target,CCN2
GAMT,Target,GAMT
RHOB,Target,RHOB
ATP1A1,Target,ATP1A1
LHB,Target,LHB
HDAC6,Target,HDAC6
SCD,Target,SCD
CCL26,Target,CCL26
GUSB,Target,GUSB
ALDH3A1,Target,ALDH3A1
HDGF,Target,HDGF
TFAP2A,Target,TFAP2A
RPS6KA1,Target,RPS6KA1
p27 kip1,Target,p27 kip1
MDM2,Target,MDM2
CYP3A5,Target,CYP3A5
SAMHD1,Target,SAMHD1
BCHE,Target,BCHE
AOX1,Target,AOX1
FH,Target,FH
ADRB2,Target,ADRB2
TIMP2,Target,TIMP2
COL1A1,Target,COL1A1
ARF1,Target,ARF1
PLSCR1,Target,PLSCR1
FUS,Target,FUS
PON1,Target,PON1
MAOB,Target,MAOB
ANGPT2,Target,ANGPT2
MUSK,Target,MUSK
EFNB2,Target,EFNB2
SLC36A1,Target,SLC36A1
SLPI,Target,SLPI
TNFRSF10B,Target,TNFRSF10B
JAK2,Target,JAK2
CDH11,Target,CDH11
MIR34B,Target,MIR34B
CYP8B1,Target,CYP8B1
CCNE1,Target,CCNE1
EIF2S1,Target,EIF2S1
CCL22,Target,CCL22
SLC2A9,Target,SLC2A9
ESM1,Target,ESM1
LYN,Target,LYN
COMT,Target,COMT
SLC1A1,Target,SLC1A1
ACVR1,Target,ACVR1
NRF1,Target,NRF1
RET,Target,RET
PTPN11,Target,PTPN11
NCOR1,Target,NCOR1
SELENOW,Target,SELENOW
LIPE,Target,LIPE
SLC17A7,Target,SLC17A7
CTNNB1,Target,CTNNB1
APAF1,Target,APAF1
MEF2D,Target,MEF2D
ECB2,Target,ECB2
IVL,Target,IVL
HAMP,Target,HAMP
KISS1,Target,KISS1
POMC,Target,POMC
CES2,Target,CES2
FASLG,Target,FASLG
DGAT1,Target,DGAT1
ILK,Target,ILK
AZIN2,Target,AZIN2
HSD17B2,Target,HSD17B2
PTGES2,Target,PTGES2
HSPB1,Target,HSPB1
CTSL,Target,CTSL
TNNI3,Target,TNNI3
CD4,Target,CD4
CHS2,Target,CHS2
SULT1C2,Target,SULT1C2
MIR411,Target,MIR411
UGT1A4,Target,UGT1A4
BIK,Target,BIK
MAT2A,Target,MAT2A
FNDC5,Target,FNDC5
ADAMTS5,Target,ADAMTS5
SMAD1,Target,SMAD1
HOXD1,Target,HOXD1
MAPK9,Target,MAPK9
NCF2,Target,NCF2
MIR183,Target,MIR183
TXN,Target,TXN
MDM4,Target,MDM4
CS,Target,CS
MAP2K5,Target,MAP2K5
KDM1A,Target,KDM1A
PIK3R1,Target,PIK3R1
CASP10,Target,CASP10
VAOA,Target,VAOA
GAP43,Target,GAP43
YBX1,Target,YBX1
GNRH1,Target,GNRH1
EIF5B,Target,EIF5B
PLAT,Target,PLAT
RNASE3,Target,RNASE3
CLDN11,Target,CLDN11
CDC42BPA,Target,CDC42BPA
SNAI1,Target,SNAI1
GJD4,Target,GJD4
S100B,Target,S100B
GRM1,Target,GRM1
AXIN1,Target,AXIN1
REG1A,Target,REG1A
CLCN3,Target,CLCN3
CXCL2,Target,CXCL2
